Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Weight Unit,Status
rotating-valve-300,,,,,,,,,White,,No,,,35-2110,,shopify,25,continue,manual,44.95,54.95,TRUE,TRUE,,https://pegasusdepot.com/assets/img/35-2200-foto-scaled-1400.webp,2,Rotating Interior Valve Ø 300 mm,,,,kg,
rotating-valve-300,,,,,,,,,Black,,No,,,35-2120,,shopify,25,continue,manual,44.95,54.95,TRUE,TRUE,,,,,,,,kg,
rotating-valve-300,,,,,,,,,White,,12/24V light,,,35-2200,,shopify,25,continue,manual,84.95,99,TRUE,TRUE,,,,,,,,kg,
rotary-valve,Rotary Ventilation Valve 35-3003,"<p>A simple, effective interior finish for the Exhaust Ventilator: turn the knob to open or close the airflow. Fits roof openings up to 160 mm and gives the ceiling a clean white look.</p><p>Use it with the 02-1030 exhaust ventilator (and the older 02-1026 / 02-1027 models) for a complete, closable passive ventilation system.</p><h3>Key features</h3><ul><li>Open/close rotary mechanism</li><li>Max. roof opening 160 mm</li><li>White plastic</li><li>For exhaust ventilator 02-1030 (also 02-1026 / 02-1027)</li></ul><h3>Specifications</h3><table><tr><th>Max. roof opening</th><td>160 mm</td></tr><tr><th>Construction</th><td>Plastic, white</td></tr><tr><th>Compatible with</th><td>02-1026 / 02-1027 / 02-1030</td></tr></table>",Pegasus Depot,,Interior Valves & Grilles,"Interior Valves & Grilles,Commercial Vans & Service Vehicles,Dog & K9 Transport,For 02-1030",TRUE,Colour,White,,,,,35-3003,,shopify,25,continue,manual,29.95,34.95,TRUE,TRUE,,https://pegasusdepot.com/assets/img/35-3003-foto-1400.webp,1,Rotary Ventilation Valve 35-3003,,Rotary Ventilation Valve 35-3003 · The interior finish for the Exhaust Ventilator,White plastic rotary valve with open/close mechanism for roof openings up to 160 mm. Designed to complete our venturi Exhaust Ventilator 02-1030.,kg,active
rotary-valve-metal,Polished Light-Metal Rotary Valve,"<p>When plastic is not enough. Our light-metal rotary valve is polished to a mirror finish and rotates to regulate the airflow. A functional necessity turned into a stylish detail for horse trucks, boats and luxury conversions.</p><p>Available in five diameters from Ø 130 mm to Ø 250 mm to suit different roof openings and ventilators.</p><h3>Key features</h3><ul><li>Lightweight polished metal</li><li>Rotating open/close mechanism</li><li>Five diameters: 130, 160, 180, 200, 250 mm</li><li>Suitable for commercial vehicles, horse trucks, boats and public vehicles</li></ul><h3>Specifications</h3><table><tr><th>Construction</th><td>Light metal, polished</td></tr><tr><th>Diameters</th><td>Ø 130 / 160 / 180 / 200 / 250 mm</td></tr><tr><th>Operation</th><td>Rotating</td></tr></table>",Pegasus Depot,,Interior Valves & Grilles,"Interior Valves & Grilles,Boats & Marine,Horse Trailers & Horseboxes,Commercial Vans & Service Vehicles,Buses & Coaches,Premium finish",TRUE,Diameter,Ø 130 mm,,,,,35-4080,,shopify,25,continue,manual,49,59,TRUE,TRUE,,https://pegasusdepot.com/assets/img/35-4080-foto-1400.webp,1,Polished Light-Metal Rotary Valve,,"Polished Light-Metal Rotary Valve · Polished aluminium, five diameters","A rotating ventilation valve crafted from lightweight polished metal. From Ø 130 mm to Ø 250 mm, for commercial vehicles, horse trucks, boats and public vehicles that deserve a premium interior detail.",kg,active
rotary-valve-metal,,,,,,,,,Ø 160 mm,,,,,35-4082,,shopify,25,continue,manual,59,69,TRUE,TRUE,,,,,,,,kg,
rotary-valve-metal,,,,,,,,,Ø 180 mm,,,,,35-4084,,shopify,25,continue,manual,69,79,TRUE,TRUE,,,,,,,,kg,
rotary-valve-metal,,,,,,,,,Ø 200 mm,,,,,35-4086,,shopify,25,continue,manual,79,89,TRUE,TRUE,,,,,,,,kg,
rotary-valve-metal,,,,,,,,,Ø 250 mm,,,,,35-4088,,shopify,25,continue,manual,99,115,TRUE,TRUE,,,,,,,,kg,
grill-small,ABS Grille Small Ø 140 mm,"<p>A quality ABS grille with a Ø 140 mm honeycomb face that covers the interior side of our exhaust ventilator. Choose classic white, subtle light grey or sleek black. Need another colour? Custom colours are available on request.</p><h3>Key features</h3><ul><li>Ø 140 mm x 4 mm</li><li>ABS, white / light grey / black</li><li>For exhaust ventilator 02-1030 (02-1026 / 02-1027)</li><li>Custom colours on request</li></ul><h3>Specifications</h3><table><tr><th>Dimensions</th><td>Ø 140 mm x 4 mm</td></tr><tr><th>Material</th><td>ABS</td></tr><tr><th>Colours</th><td>White, Light grey, Black</td></tr><tr><th>Compatible with</th><td>02-1026 / 02-1027 / 02-1030</td></tr></table>",Pegasus Depot,,Interior Valves & Grilles,"Interior Valves & Grilles,Commercial Vans & Service Vehicles,Dog & K9 Transport,For 02-1030",TRUE,Colour,White,,,,,35-2600,,shopify,25,continue,manual,19.95,24.95,TRUE,TRUE,,https://pegasusdepot.com/assets/img/35-2610-foto-1400.webp,1,ABS Grille Small Ø 140 mm,,ABS Grille Small Ø 140 mm · Clean finish for the Exhaust Ventilator,"Ø 140 mm ABS interior grille in white, light grey or black. The neat, fixed interior cover for the 02-1030 exhaust ventilator. Custom colours on request.",kg,active
grill-small,,,,,,,,,Light grey,,,,,35-2610,,shopify,25,continue,manual,19.95,24.95,TRUE,TRUE,,,,,,,,kg,
grill-small,,,,,,,,,Black,,,,,35-2620,,shopify,25,continue,manual,19.95,24.95,TRUE,TRUE,,,,,,,,kg,
grill-large,ABS Grille Large Ø 270 mm,"<p>The large ABS grille gives the inside of your Le Mans or Round rooftop ventilator a clean, professional finish while leaving the full 850 m³/h airflow unobstructed. It cannot be closed; if you need to shut off the airflow, choose the V12 or Flower Power valve instead.</p><p>Choose white, light grey or black. Custom colours on request.</p><h3>Key features</h3><ul><li>Ø 270 mm x 4 mm honeycomb grille</li><li>ABS, white / light grey / black</li><li>Unobstructed airflow (non-closable), finger guard</li><li>For 02-0200 Round and 02-2200 Le Mans</li><li>Custom colours on request</li></ul><h3>Specifications</h3><table><tr><th>Dimensions</th><td>Ø 270 mm x 4 mm</td></tr><tr><th>Material</th><td>ABS</td></tr><tr><th>Colours</th><td>White, Light grey, Black</td></tr><tr><th>Compatible with</th><td>02-0200/0300 Round, 02-2200/2300 Le Mans</td></tr></table>",Pegasus Depot,,Interior Valves & Grilles,"Interior Valves & Grilles,Commercial Vans & Service Vehicles,Ambulances & Emergency Vehicles,Buses & Coaches,For Le Mans",TRUE,Colour,White,,,,,35-2700,,shopify,25,continue,manual,27.5,32.5,TRUE,TRUE,,https://pegasusdepot.com/assets/img/35-2720-foto-scaled-1400.webp,1,ABS Grille Large Ø 270 mm,,ABS Grille Large Ø 270 mm · Honeycomb grille for Le Mans and Round ventilators,"Ø 270 mm ABS honeycomb grille that covers the interior side of the Le Mans 02-2200 and Round 02-0200 ventilators. Fixed (non-closable) for unobstructed airflow and a safe finger guard. White, light grey or black.",kg,active
grill-large,,,,,,,,,Light grey,,,,,35-2710,,shopify,25,continue,manual,27.5,32.5,TRUE,TRUE,,,,,,,,kg,
grill-large,,,,,,,,,Black,,,,,35-2720,,shopify,25,continue,manual,27.5,32.5,TRUE,TRUE,,,,,,,,kg,
speedcontrol,Speedcontrol 30-3004,"<p>The Speedcontrol lets you run any of our DC roof fans at exactly the speed you need: from a silent trickle to full power. The range is stepless from 0 to 100%, and at the zero position the unit draws no current at all.</p><p>Rated for 11 to 30 VDC and 25 A continuous (30 A peak), it works on 12V and 24V systems and can control one or several ventilators at once. The housing is waterproof, the unit is current-limited and transient-suppressed, and it connects with standard 6.3 mm flat connectors. Supplied with potentiometer knob and instructions.</p><h3>Key features</h3><ul><li>Stepless 0 to 100% speed control</li><li>11 to 30 VDC input, 12V and 24V systems</li><li>25 A continuous, 30 A max output</li><li>Waterproof housing, 80 x 60 x 20 mm</li><li>Current-limited and transient-suppressed</li><li>Controls one or multiple ventilators</li></ul><h3>Specifications</h3><table><tr><th>Input voltage</th><td>11 to 30 VDC</td></tr><tr><th>Max. continuous output</th><td>25 A</td></tr><tr><th>Max. output current</th><td>30 A</td></tr><tr><th>Potentiometer</th><td>4k7</td></tr><tr><th>Connectors</th><td>6.3 mm flat connectors</td></tr><tr><th>Housing</th><td>80 x 60 x 20 mm (30 mm incl. connectors), waterproof</td></tr><tr><th>Range</th><td>0 to 100%</td></tr></table>",Pegasus Depot,,Switches & Controls,"Switches & Controls,Ambulances & Emergency Vehicles,Campers & Motorhomes,Horse Trailers & Horseboxes,Buses & Coaches,Commercial Vans & Service Vehicles,Waterproof,11 to 30V",TRUE,Title,Default Title,,,,,30-3004,,shopify,25,continue,manual,84.95,99,TRUE,TRUE,,https://pegasusdepot.com/assets/img/30-3004-foto-1400.webp,1,Speedcontrol 30-3004,,"Speedcontrol 30-3004 · 0 to 100% stepless control, waterproof housing","Stepless speed controller for DC roof fans. Dial the Le Mans down for silent night ventilation or run it flat out on hot days. 25 A continuous, waterproof housing, one unit can drive several ventilators.",kg,active
switch-round,3-Way Switch Round 89-4002,"<p>The round 3-position switch for our rooftop ventilators. Flick up for intake, down for exhaust, centre for off. It is a double-changeover switch that reverses the motor, so you get both directions from a single control.</p><p>Suitable for most vehicles: it presses into a round dashboard hole or a prepared switch holder. Check the mounting hole dimensions in the datasheet before ordering. Combine with the Speedcontrol for stepless speed adjustment.</p><h3>Key features</h3><ul><li>3-position: on-off-on</li><li>Double changeover (reverses fan direction)</li><li>Round built-in model, Ø 20 mm hole</li><li>Works with Le Mans, Le Mans LL, Round and Winglet</li><li>Combine with Speedcontrol</li><li>On extraction-only models (Le Mans LL, Winglet) simply use a single position</li></ul><h3>Specifications</h3><table><tr><th>Type</th><td>3-way rocker switch, on-off-on</td></tr><tr><th>Form</th><td>Round, built-in</td></tr><tr><th>Mounting hole</th><td>Ø 20 mm (see datasheet)</td></tr><tr><th>Compatible with</th><td>All Pegasus Depot DC roof fans</td></tr></table>",Pegasus Depot,,Switches & Controls,"Switches & Controls,Commercial Vans & Service Vehicles,Campers & Motorhomes,Horse Trailers & Horseboxes,Boats & Marine,3-way",TRUE,Title,Default Title,,,,,89-4002,,shopify,25,continue,manual,14.95,17.95,TRUE,TRUE,,https://pegasusdepot.com/assets/img/89-4002-switch-aangepast-1400.webp,1,3-Way Switch Round 89-4002,,"3-Way Switch Round 89-4002 · On-Off-On, round built-in model","Round double-changeover rocker switch (on-off-on) to switch your Le Mans, Round ventilator or Winglet between intake, off and exhaust. Presses into a Ø 20 mm dashboard hole.",kg,active
switch-round,,,,,,,,,,,,,,,,,,,,,,,,,https://pegasusdepot.com/assets/img/89-4002-switch-round-1-1400.webp,2,3-Way Switch Round 89-4002,,,,,
switch-square,3-Way Switch Square 89-4005,"<p>The square 3-position switch for our rooftop ventilators. Up for intake, down for exhaust, centre off. Double changeover, so one switch reverses the motor.</p><p>A square built-in model for most vehicles; it presses into a prepared holder or rectangular cut-out (dimensions in the datasheet). Add the Speedcontrol to make the fan run steplessly from 0 to 100%.</p><h3>Key features</h3><ul><li>3-position: on-off-on</li><li>Double changeover (reverses fan direction)</li><li>Square built-in model</li><li>Works with Le Mans, Le Mans LL, Round and Winglet</li><li>Combine with Speedcontrol</li><li>On extraction-only models (Le Mans LL, Winglet) simply use a single position</li></ul><h3>Specifications</h3><table><tr><th>Type</th><td>3-way rocker switch, on-off-on</td></tr><tr><th>Form</th><td>Square, built-in</td></tr><tr><th>Mounting</th><td>Rectangular cut-out (see datasheet)</td></tr><tr><th>Compatible with</th><td>All Pegasus Depot DC roof fans</td></tr></table>",Pegasus Depot,,Switches & Controls,"Switches & Controls,Commercial Vans & Service Vehicles,Campers & Motorhomes,Buses & Coaches,3-way",TRUE,Title,Default Title,,,,,89-4005,,shopify,25,continue,manual,12.95,14.95,TRUE,TRUE,,https://pegasusdepot.com/assets/img/89-4005-new-1400.webp,1,3-Way Switch Square 89-4005,,"3-Way Switch Square 89-4005 · On-Off-On, square built-in model",Square double-changeover rocker switch (on-off-on) for intake / off / exhaust control of your electric roof fan. Presses into a rectangular dashboard cut-out.,kg,active
switch-square,,,,,,,,,,,,,,,,,,,,,,,,,https://pegasusdepot.com/assets/img/gc-switch-002-89-4005-new-1400.webp,2,3-Way Switch Square 89-4005,,,,,
switch-fan,Fan Switch 89-4008 with Symbols,"<p>The Fan Switch is the one to choose when the dashboard has to look OEM. A rectangular rocker with a printed ventilation symbol, red and amber illumination, and three positions: intake, off, exhaust.</p><p>It is a double-changeover switch that reverses the motor, suitable for 12V (25 A) and 24V (15 A) systems. It presses into a standard rectangular holder; check the cut-out dimensions in the datasheet. Combine with the Speedcontrol for stepless airflow.</p><h3>Key features</h3><ul><li>3-position: on-off-on with ventilation symbol</li><li>Red and amber illumination</li><li>25 A at 12V · 15 A at 24V</li><li>Double changeover (reverses fan direction)</li><li>Rectangular built-in rocker</li><li>Combine with Speedcontrol</li><li>On extraction-only models (Le Mans LL, Winglet) simply use a single position</li></ul><h3>Specifications</h3><table><tr><th>Type</th><td>3-way rocker switch, on-off-on</td></tr><tr><th>Illumination</th><td>Red and amber</td></tr><tr><th>Rating</th><td>25 A 12V DC · 15 A 24V DC</td></tr><tr><th>Form</th><td>Rectangular, built-in</td></tr><tr><th>Compatible with</th><td>All Pegasus Depot DC roof fans</td></tr></table>",Pegasus Depot,,Switches & Controls,"Switches & Controls,Ambulances & Emergency Vehicles,Buses & Coaches,Commercial Vans & Service Vehicles,Horse Trailers & Horseboxes,Illuminated,3-way",TRUE,Title,Default Title,,,,,89-4008,,shopify,25,continue,manual,19.95,24.95,TRUE,TRUE,,https://pegasusdepot.com/assets/img/89-4008-foto-1400.webp,1,Fan Switch 89-4008 with Symbols,,Fan Switch 89-4008 with Symbols · Illuminated rocker with ventilation symbols,"Premium rectangular 3-way rocker switch with ventilation symbol and red / amber illumination. The dashboard-grade control for Le Mans, Le Mans LL, Round and Winglet ventilators. 25 A 12V / 15 A 24V.",kg,active
control-unit,Roof Hatch Control Unit 30-6000,"<p>Always use the 30-6000 with our electric roof hatches. This compact 24V control unit manages one or two hatches: open or close the front and rear side independently, and read the dome position on the green LED display.</p><p>Safety and comfort are built in. The unit closes the hatches automatically when the ignition key is turned off, but the hatch can still be opened for ventilation while parked. The display has a current-save function and the push buttons are illuminated with orange LEDs for operation in the dark.</p><p>EMC approved and homologated according to EC 2004/104. For 12V vehicles, use our 12V to 24V converter (89-STEP12-24, on request).</p><h3>Key features</h3><ul><li>Controls 1 or 2 electric roof hatches</li><li>Open/close front and rear side separately</li><li>Green LED dome position display</li><li>Auto-close when ignition is switched off</li><li>Ventilation position available with ignition off</li><li>Orange LED illuminated push buttons</li><li>EMC approved, homologated EC 2004/104</li><li>96 x 49 x 28 mm, 24V</li></ul><h3>Specifications</h3><table><tr><th>Voltage</th><td>24V (12V via converter 89-STEP12-24)</td></tr><tr><th>Controls</th><td>1 or 2 electric roof hatches</td></tr><tr><th>Dimensions</th><td>96 x 49 x 28 mm</td></tr><tr><th>Approvals</th><td>EMC approved, EC 2004/104</td></tr><tr><th>Display</th><td>Green LEDs (position), orange LEDs (buttons)</td></tr></table>",Pegasus Depot,,Switches & Controls,"Switches & Controls,Buses & Coaches,Ambulances & Emergency Vehicles,EMC approved,EC 2004/104",TRUE,Title,Default Title,,,,,30-6000,,shopify,25,continue,manual,189,219,TRUE,TRUE,,https://pegasusdepot.com/assets/img/30-6000-foto2-scaled-1400.webp,1,Roof Hatch Control Unit 30-6000,,Roof Hatch Control Unit 30-6000 · Controls one or two electric roof hatches,"The 24V control panel for our electric roof hatches. Opens and closes the front and rear of one or two hatches, shows dome position on green LEDs, auto-closes when the ignition goes off, and still allows ventilation when parked.",kg,active
step-converter,12V to 24V Step-Up Converter 89-STEP12-24,"<p>Our electric roof hatches and the 30-6000 control unit are 24V units. Fit the 89-STEP12-24 converter between the 12V supply and the control unit and the complete hatch system runs on a 12V van, ambulance or horse trailer.</p><p>One converter per hatch system (one control unit with one or two hatches). Supplied with connection instructions; we are happy to advise on wiring.</p><h3>Key features</h3><ul><li>Converts 12V DC to 24V DC for the hatch system</li><li>One converter per control unit (1 or 2 hatches)</li><li>Required for 12V vehicles with electric roof hatches</li><li>Compact, wired inline with the control unit</li></ul><h3>Specifications</h3><table><tr><th>Input</th><td>12V DC</td></tr><tr><th>Output</th><td>24V DC</td></tr><tr><th>Use</th><td>Electric roof hatches 90-5000-E / 90-6000-E with control unit 30-6000</td></tr><tr><th>Quantity</th><td>1 per control unit</td></tr></table>",Pegasus Depot,,Switches & Controls,"Switches & Controls,Ambulances & Emergency Vehicles,Horse Trailers & Horseboxes,Buses & Coaches,For electric hatches,12V vehicles",TRUE,Title,Default Title,,,,,89-STEP12-24,,shopify,25,continue,manual,169,189,TRUE,TRUE,,https://pegasusdepot.com/assets/img/30-6000-foto2-scaled-1400.webp,1,12V to 24V Step-Up Converter 89-STEP12-24,,12V to 24V Step-Up Converter 89-STEP12-24 · Run the 24V hatch system on a 12V vehicle,Step-up converter that lets the 24V electric roof hatches and the 30-6000 control unit run on a 12V vehicle. Required for every 12V installation of an electric hatch.,kg,active
floor-ventilator-129,Floor Ventilator Ø 129 mm,"<p>A roof fan can only extract what it can replace. The floor ventilator gives your vehicle a low air inlet so the roof fan works at full capacity and a constant flow runs from floor to roof. At the same time it removes heavy, low-hanging gases. Mount it diagonally opposite the roof ventilator for the best cross-flow.</p><p>Made from tough PC/ABS with a Ø 129 mm cut-out (Ø 169 mm flange, 90 mm deep), it is the standard recommendation with every mechanical or electric rooftop ventilator. Particularly suitable when transporting gas bottles, dogs, animals and oil-containing products, and for meeting the ventilation guidance for gas cylinders in closed vans.</p><h3>Key features</h3><ul><li>Removes low-hanging gases</li><li>Increases roof fan capacity</li><li>Cut-out Ø 129 mm, flange Ø 169 mm, 90 mm deep</li><li>PC/ABS, black</li><li>For loading floors of vans and trailers</li></ul><h3>Specifications</h3><table><tr><th>Cut-out</th><td>Ø 129 mm</td></tr><tr><th>Material</th><td>PC / ABS</td></tr><tr><th>Colour</th><td>Black</td></tr><tr><th>Dimensions</th><td>Ø 169 mm flange, 90 mm deep</td></tr></table>",Pegasus Depot,,Floor Vents & Filters,"Floor Vents & Filters,Commercial Vans & Service Vehicles,Dog & K9 Transport,Horse Trailers & Horseboxes,Animal & Livestock Transport,Bestseller,PC/ABS",TRUE,Title,Default Title,,,,,89-5600,,shopify,25,continue,manual,64.95,74.95,TRUE,TRUE,,https://pegasusdepot.com/assets/img/89-5600-foto-1400.webp,1,Floor Ventilator Ø 129 mm,,"Floor Ventilator Ø 129 mm · Closes the loop: fresh air in, low gases out","Black PC/ABS floor ventilator for the loading floor. Removes low-hanging gases and boosts the capacity of your roof fan by giving it an inlet. Essential for gas bottles, dogs, horses and oil-containing goods.",kg,active
floor-ventilator-80,Floor Ventilator Ø 80 mm,"<p>The 80 mm floor ventilator brings the same logic to small vehicles: create a low inlet so your Winglet, Turbo III or exhaust ventilator can actually move air, and let heavy gases escape at floor level.</p><p>PC/ABS, black RAL 9005, Ø 80 mm cut-out, Ø 119 mm outer, 90 mm deep, 0.4 kg. Recommended with any mechanical or electric rooftop ventilator.</p><h3>Key features</h3><ul><li>Removes low-hanging gases</li><li>Increases roof fan capacity</li><li>Cut-out Ø 80 mm</li><li>PC/ABS, black, 0.4 kg</li><li>Ideal for small vans and dog boxes</li></ul><h3>Specifications</h3><table><tr><th>Cut-out</th><td>Ø 80 mm</td></tr><tr><th>Material</th><td>PC / ABS</td></tr><tr><th>Colour</th><td>Black RAL 9005</td></tr><tr><th>Overall</th><td>Ø 119 mm, 90 mm deep</td></tr><tr><th>Weight</th><td>0.4 kg</td></tr></table>",Pegasus Depot,,Floor Vents & Filters,"Floor Vents & Filters,Dog & K9 Transport,Commercial Vans & Service Vehicles,Campers & Motorhomes,New,Compact",TRUE,Title,Default Title,,,,,89-5700,,shopify,25,continue,manual,57.5,67.5,TRUE,TRUE,,https://pegasusdepot.com/assets/img/89-5700-foto-1400.webp,1,Floor Ventilator Ø 80 mm,,Floor Ventilator Ø 80 mm · Compact inlet for small vehicles,"The compact 80 mm floor ventilator. Same double function as the 129 mm model (gas removal and roof-fan boost) in a smaller footprint for small vans, dog boxes and compartments.",kg,active
snowfilter,Snow Filter 89-5011,"<p>Our roof ventilators are built so that virtually no rainwater enters the vehicle, but in snow, heavy weather or insect season a filter is the final safeguard. The snow filter is a medium, coarse-mesh net of carbon-infused polymer that shields the intake while leaving the airflow almost untouched.</p><p>The 89-5011 fits the 02-0200/0300 Round and 02-2200/2300 Le Mans ventilators. Recommended for vehicles operating in regions where snow can be drawn into the air intake.</p><h3>Key features</h3><ul><li>Blocks snow, insects and residual rain</li><li>Coarse mesh, minimal airflow loss</li><li>860 x 40 x 10 mm</li><li>For Le Mans 02-2200/2300 and Round 02-0200/0300</li></ul><h3>Specifications</h3><table><tr><th>Dimensions</th><td>860 x 40 x 10 mm</td></tr><tr><th>Material</th><td>Carbon-infused polymer mesh</td></tr><tr><th>Compatible with</th><td>02-0200/0300, 02-2200/2300, 02-0400/0500, 02-2400/2500</td></tr></table>",Pegasus Depot,,Floor Vents & Filters,"Floor Vents & Filters,Horse Trailers & Horseboxes,Commercial Vans & Service Vehicles,Ambulances & Emergency Vehicles,Buses & Coaches,For Le Mans & Round",TRUE,Title,Default Title,,,,,89-5011,,shopify,25,continue,manual,12.95,16.95,TRUE,TRUE,,https://pegasusdepot.com/assets/img/89-5010-foto2-scaled-1400.webp,1,Snow Filter 89-5011,,"Snow Filter 89-5011 · Keeps snow, insects and the last raindrops out","Coarse-mesh carbon filter strip (860 x 40 x 10 mm) that fits inside the Le Mans and Round rooftop ventilators. Blocks snowflakes, insects and residual rain without choking the airflow.",kg,active
roof-hatch-manual-small,Roof Hatch Manual 530 x 530,"<p>Our small roof hatch brings daylight, ventilation and privacy to minibuses, horse trucks, ambulances and campers. The dark tinted glass dome is homologated ECE 43R (UV transmission 6%, heat 16%, light 17%), and the hatch is homologated according to EC 2004/104.</p><p>The internal frame mounts easily inside the outside frame, which comes pre-drilled with mounting holes (outer frame 640 x 640 mm, 40 mm high; screw or bond). High-quality gaskets keep wind and water out. Suits roof thicknesses from 30 to 70 mm.</p><p>Need automation? The same hatch is available as an electric version (90-5000-E).</p><h3>Key features</h3><ul><li>Aperture 530 x 530 mm, R80 corners</li><li>Dark tinted glass dome, homologated ECE 43R</li><li>Homologated EC 2004/104</li><li>Suits roof thickness 30 to 70 mm</li><li>High-quality gaskets</li><li>Pre-drilled outer frame 640 x 640 mm, easy internal frame mounting</li><li>Grey finish, manual operation, 8.5 kg</li></ul><h3>Specifications</h3><table><tr><th>Aperture</th><td>530 x 530 mm</td></tr><tr><th>Outer frame</th><td>640 x 640 mm, 40 mm high</td></tr><tr><th>Radius</th><td>R80</td></tr><tr><th>Glass</th><td>Dark, UV 6% / Heat 16% / Light 17%, ECE 43R</td></tr><tr><th>Roof thickness</th><td>30 to 70 mm</td></tr><tr><th>Operation</th><td>Manual</td></tr><tr><th>Weight</th><td>approx. 8.5 kg</td></tr><tr><th>Approvals</th><td>ECE 43R, EC 2004/104</td></tr><tr><th>Colour</th><td>Grey</td></tr></table>",Pegasus Depot,,Roof Hatches,"Roof Hatches,Buses & Coaches,Horse Trailers & Horseboxes,Ambulances & Emergency Vehicles,Campers & Motorhomes,Boats & Marine,ECE 43R,EC 2004/104",TRUE,Title,Default Title,,,,,90-5000-DG-LUS,,shopify,25,continue,manual,349,389,TRUE,TRUE,,https://pegasusdepot.com/assets/img/90-5000-dg-lus-foto1-1-rotated-1400.webp,1,Roof Hatch Manual 530 x 530,,"Roof Hatch Manual 530 x 530 · ECE 43R glass dome, manual operation","Compact 530 x 530 mm manual roof hatch with dark tinted ECE 43R homologated glass dome. Suits roof thickness 30 to 70 mm, with high-quality gaskets and pre-drilled outer frame (640 x 640 mm). Grey finish, 8.5 kg.",kg,active
roof-hatch-manual-small,,,,,,,,,,,,,,,,,,,,,,,,,https://pegasusdepot.com/assets/img/90-5000-dg-lus-foto2-1400.webp,2,Roof Hatch Manual 530 x 530,,,,,
roof-hatch-manual-small,,,,,,,,,,,,,,,,,,,,,,,,,https://pegasusdepot.com/assets/img/pmh14-1400.webp,3,Roof Hatch Manual 530 x 530,,,,,
roof-hatch-manual-large,Roof Hatch Manual 970 x 530 Emergency Exit,"<p>The large emergency roof hatch for buses, coaches and specialty vehicles. At 970 x 530 mm it meets the EC 2001/85 emergency exit standard and doubles as a generous ventilation and daylight opening.</p><p>The dark tinted glass dome is homologated ECE 43R and the hatch is homologated EC 2004/104. High-quality gaskets, an internal frame that mounts easily in the pre-drilled outside frame (1080 x 640 mm), interior trim frame and a break-glass hammer complete the package. Suits roof thicknesses from 30 to 70 mm.</p><p>Also available as an electric version (90-6000-E) with our 30-6000 control unit.</p><h3>Key features</h3><ul><li>Aperture 970 x 530 mm, R80 corners</li><li>Emergency exit according to EC 2001/85</li><li>Dark glass dome homologated ECE 43R</li><li>Homologated EC 2004/104</li><li>Suits roof thickness 30 to 70 mm</li><li>High-quality gaskets, pre-drilled outer frame 1080 x 640 mm</li><li>Break-glass hammer included</li><li>Grey finish, approx. 14 kg</li></ul><h3>Specifications</h3><table><tr><th>Aperture</th><td>970 x 530 mm</td></tr><tr><th>Outer frame</th><td>1080 x 640 mm, 40 mm high</td></tr><tr><th>Radius</th><td>R80</td></tr><tr><th>Glass</th><td>Dark, UV 6% / Heat 16% / Light 17%, ECE 43R</td></tr><tr><th>Roof thickness</th><td>30 to 70 mm</td></tr><tr><th>Operation</th><td>Manual</td></tr><tr><th>Weight</th><td>approx. 14 kg</td></tr><tr><th>Approvals</th><td>ECE 43R, EC 2004/104, EC 2001/85 emergency exit</td></tr><tr><th>Included</th><td>Break-glass hammer</td></tr></table>",Pegasus Depot,,Roof Hatches,"Roof Hatches,Buses & Coaches,Ambulances & Emergency Vehicles,Horse Trailers & Horseboxes,Emergency exit,ECE 43R,Break-glass hammer",TRUE,Title,Default Title,,,,,90-6000-DG-LUS,,shopify,25,continue,manual,419,469,TRUE,TRUE,,https://pegasusdepot.com/assets/img/90-6000-dg-lus-foto1-1-scaled-1400.webp,1,Roof Hatch Manual 970 x 530 Emergency Exit,,"Roof Hatch Manual 970 x 530 Emergency Exit · Emergency exit hatch, EC 2001/85 compliant","Large 970 x 530 mm manual roof hatch designed as an emergency exit according to EC 2001/85. ECE 43R dark glass dome, 30 to 70 mm roof thickness, pre-drilled frame (1080 x 640 mm), break-glass hammer included. 14 kg.",kg,active
roof-hatch-manual-large,,,,,,,,,,,,,,,,,,,,,,,,,https://pegasusdepot.com/assets/img/90-6000-dg-lus-foto2-1400.webp,2,Roof Hatch Manual 970 x 530 Emergency Exit,,,,,
roof-hatch-manual-large,,,,,,,,,,,,,,,,,,,,,,,,,https://pegasusdepot.com/assets/img/noodhamer-1400.webp,3,Roof Hatch Manual 970 x 530 Emergency Exit,,,,,
